category	name	unity
ACESSÓRIOS DE PAREDE	CORTINA EM ROLO	un
ACESSÓRIOS DE PAREDE	PROTETOR DE PAREDE,TIPO BATE-MACA	m
AÇOS	ARAME GALVANIZADO BWG Nº10	kg
AÇOS	ARAME GALVANIZADO BWG Nº14	kg
AÇOS	ARAME GALVANIZADO BWG Nº16	kg
AÇOS	ARAME GALVANIZADO BWG Nº18	kg
AÇOS	ARAME GALVANIZADO GRIPPLE TRAPEZIO 2	kg
AÇOS	ARAME GALVANIZADO GRIPPLE TZ2	kg
AÇOS	ARAME RECOZIDO BWG Nº10	kg
AÇOS	ARAME RECOZIDO BWG Nº12	kg
AÇOS	ARAME RECOZIDO BWG Nº14	kg
AÇOS	ARAME RECOZIDO BWG Nº16	kg
AÇOS	ARAME RECOZIDO BWG Nº18	kg
AÇOS	BARRA DE TRANSFERENCIA EM ACO CA-25, DIÂMETRO 32,0MM	kg
AÇOS	BARRA DE TRANSFERENCIA EM ACO CA-25, DIÂMETRO 12,5MM	kg
AÇOS	BARRA DE TRANSFERENCIA EM ACO CA-25, DIÂMETRO 16,0MM	kg
AÇOS	BARRA DE TRANSFERENCIA EM ACO CA-25, DIÂMETRO 20,0MM	kg
AÇOS	BARRA DE TRANSFERENCIA EM ACO CA-25, DIÂMETRO 25,0MM	kg
AÇOS	ESPACADOR TRELICA 6,0X4,2X4,2	un
AÇOS	PERFIL "W" A572 GR 50 200X31,3CM	kg
AÇOS	PREGO DE ACO 17X27, 1 CABECA	kg
AÇOS	PREGO GALVANIZADO 12X12, 1 CABECA	kg
AÇOS	PREGO GALVANIZADO 15X15, 1 CABECA	kg
AÇOS	PREGO GALVANIZADO 15X21, 1 CABECA	kg
AÇOS	PREGO GALVANIZADO 16X24, 1 CABECA	kg
AÇOS	PREGO GALVANIZADO 17X21, 1 CABECA	kg
AÇOS	PREGO GALVANIZADO 17X27, 1 CABECA	kg
AÇOS	PREGO GALVANIZADO 17X27, 2 CABECAS	kg
AÇOS	PREGO GALVANIZADO 18x30 2 CABECAS	kg
AÇOS	PREGO GALVANIZADO 18X30, 1 CABECA	kg
AÇOS	PREGO GALVANIZADO 18X32 2 CABECAS	kg
AÇOS	PREGO GALVANIZADO 18X36 2 CABECAS	kg
AÇOS	PREGO GALVANIZADO 18X36, 1 CABECA	kg
AÇOS	PREGO GALVANIZADO 19X36, 1 CABECA	kg
AÇOS	PREGO GALVANIZADO 20X48, 1 CABECA	kg
AÇOS	PREGO TELHEIRO 18X30, 1 CABECA	kg
AÇOS	PREGO TELHEIRO 18X36, 1 CABECA	kg
AÇOS	TELA DE ACO SOLDADA NERVURADA CA-60, EQ-45, (0,710 KG/M2), DIAMETRO DO FIO = 3,4 MM, ESPACAMENTO DA MALHA = 20 X 20 CM	kg
AÇOS	TELA DE ACO SOLDADA NERVURADA CA-60, EQ-92, (1,490 KG/M2), DIAMETRO DO FIO = 4,2 MM, ESPACAMENTO DA MALHA = 15 X 15 CM	kg
AÇOS	TELA DE ACO SOLDADA NERVURADA CA-60, Q-113, (1,798 KG/M2), DIAMETRO DO FIO = 3,8 MM, ESPACAMENTO DA MALHA = 10 X 10 CM	kg
AÇOS	TELA DE ACO SOLDADA NERVURADA CA-60, Q-61, (0,966 KG/M2), DIAMETRO DO FIO = 3,4 MM, ESPACAMENTO DA MALHA = 15 X 15 CM	kg
AÇOS	TELA DE ACO SOLDADA NERVURADA CA-60, Q-75, (1,211 KG/M2), DIAMETRO DO FIO = 3,8 MM, ESPACAMENTO DA MALHA = 15 X 15 CM	kg
AÇOS	TELA DE ACO SOLDADA NERVURADA CA-60, Q-92, (1,483 KG/M2), DIAMETRO DO FIO = 4,2 MM, ESPACAMENTO DA MALHA = 15 X 15 CM	kg
AÇOS	TELA DE AMARRACAO GALVANIZADA - #10,0 MM	un
AÇOS	TELA DE AMARRACAO GALVANIZADA - #12,0 MM	un
AÇOS	TELA DE AMARRACAO GALVANIZADA - #7,5 MM	un
AÇOS	TELA METALICA TIPO GALINHEIRO C/ 1,80M	m²
AÇOS	VERGALHAO EM ACO CA-50 DIÂMETRO 10,0MM - BARRA C/ 12 METROS	un
AÇOS	VERGALHAO EM ACO CA-50 DIÂMETRO 12,5MM - BARRA C/ 12 METROS	un
AÇOS	VERGALHAO EM ACO CA-50 DIÂMETRO 16,0MM - BARRA C/ 12 METROS	un
AÇOS	VERGALHAO EM ACO CA-50 DIÂMETRO 20,0MM - BARRA C/ 12 METROS	un
AÇOS	VERGALHAO EM ACO CA-50 DIÂMETRO 25,0MM - BARRA C/ 12 METROS	un
AÇOS	VERGALHAO EM ACO CA-50 DIÂMETRO 6,3MM - BARRA C/ 12 METROS	un
AÇOS	VERGALHAO EM ACO CA-50 DIÂMETRO 8,0MM - BARRA C/ 12 METROS	un
AÇOS	VERGALHAO EM ACO CA-60 DIÂMETRO 4,2MM - BARRA C/ 12 METROS	un
AÇOS	VERGALHAO EM ACO CA-60 DIÂMETRO 5,0MM - BARRA C/ 12 METROS	un
AÇOS	VERGALHAO EM ACO CA-60 DIÂMETRO 6,0MM - BARRA C/ 12 METROS	un
AÇOS	VERGALHAO EM ACO CA-60 DIÂMETRO 7,0MM - BARRA C/ 12 METROS	un
AÇOS	VERGALHAO EM ACO CA-60 DIÂMETRO 8,0MM - BARRA C/ 12 METROS	un
AÇOS	VERGALHAO EM ACO CA-60 DIÂMETRO 9,5MM - BARRA C/ 12 METROS	M
AÇOS	PERFIL "W" 250X38,5KG	kg
AÇOS	PREGO DE ACO 18X36, 1 CABECA	kg
AÇOS	CLAVETE	un
AÇOS	VALVULA MANCHETE 32MM	un
AÇOS	ESPACADOR TIPO CARAMBOLA 32MM	un
AÇOS	BLOCO C/4 FUROS P/TIRANTE	un
AÇOS	BLOCO C/ 6FUROS P/TIRANTE	un
AÇOS	CUNHA SOLDADA 250X250X20MM P/ AJUSTE DO ANGULO TIRANTE	un
AÇOS	CUNHA SOLDADA 250X250X25MM P/ AJUSTE DO ANGULO TIRANTE	un
AÇOS	CORDOALHA 19 FIOS 12,7 NUA	kg
AÇOS	ESPAGUETE P/CORDOALHA 16MM	m
AÇOS	ESPACADOR TIPO ROLETE	un
AÇOS	CHAPA METALICA P/ TIRANTE	un
AÇOS	ESPACADOR DISCO	un
AÇOS	LONGARINA P/ PERFIL W 250 X 33,5 KG	kg
AÇOS	HASTE ROSCADA DE ACO INOX 1/2" (160 MM)	un
AÇOS	ESPERA DE ANCORAGEM 1/2"	un
AÇOS	HASTE ROSCADA DE ACO INOX 1/2 (200 MM)	un
AÇOS	HASTE ROSCADA DE ACO INOX 1/2 (250 MM)	un
AÇOS	PRESILHA ACO GALVANIZADO P/ CABO DE 8MM	un
AÇOS	SAPATILHA ACO GALVANIZADO P/ CABO DE 8MM	un
AÇOS	ESTICADORES ACO GALVANIZADO P/ CABO DE 8MM	un
AÇOS	ARAME GALVANIZADO BWG Nº12	kg
AÇOS	TELA DE ACO SOLDADA NERVURADA CA-60, Q-138, (2,20 KG/M2), DIAMETRO DO FIO = 4,2 MM, ESPACAMENTO DA MALHA = 15 X 15 CM	kg
AÇOS	PREGO DE ACO 15X21, 1 CABECA	kg
AÇOS	VERGALHAO EM ACO CA-25 DIÂMETRO 20,0MM - BARRA C/ 12 METROS	kg
AÇOS	PRESILHA ACO GALVANIZADO P/ CABO DE 3/8"	un
AÇOS	SAPATILHA ACO GALVANIZADO P/ CABO DE 3/8"	un
AÇOS	ESTICADORES ACO GALVANIZADO P/ CABO DE 3/8	un
AÇOS	OLHAL DE ANCORAGEM 3/8"	un
AÇOS	OLHAL DE ANCORAGEM 5/16"	un
AÇOS	BARRA EM ACO CA-25, DIÂMETRO8,0MM GALVANIZADO A FOGO (RE-BAR)	m
AÇOS	TELA DE ACO SOLDADA NERVURADA CA-60, Q-196, (3,11 KG/M2), DIAMETRO DO FIO = 5,0 MM, ESPACAMENTO DA MALHA = 10 X 10 CM	kg
AÇOS	TELA DE ACO SOLDADA NERVURADA CA-60, EQ-138, (2,18 KG/M2), DIAMETRO DO FIO = 4,2 MM, ESPACAMENTO DA MALHA = 10 X 10 CM	kg
AÇOS	TELA DE AMARRACAO GALVANIZADA - #7,5 MM	un
AGLOMERANTES	ADESIVO FADECRIL	kg
AGLOMERANTES	ADESIVO GLOBALFIX	kg
AGLOMERANTES	CAL FINO	un
AGLOMERANTES	CAL HIDRATADO	un
AGLOMERANTES	CAL VIRGEM 	kg
AGLOMERANTES	CIMENTO BRANCO	kg
AGLOMERANTES	CIMENTO PORTLAND CPII-F-32	kg
AGLOMERANTES	CIMENTO PORTLAND CPII-Z-32	kg
AGLOMERANTES	COLA CONTATO	l
AGLOMERANTES	COLA MULTIUSO	un
AGLOMERANTES	COLA PLASTICA	un
AGLOMERANTES	COLA PVA BRANCA	l
AGLOMERANTES	MULTIMASSA REPARADORA TAPA TUDO - GALAO 1,450KG	l
AGLOMERANTES	MULTIMASSA REPARADORA TAPA TUDO - POTE 360G	l
AGLOMERANTES	COLA P/ GESSO	kg
AGLOMERANTES	CIMENTO PORTLAND CPV - ARI	kg
AGLOMERANTES	ADESIVO EPOXI ESTRUTURAL BIOCOMPONENTE	kg
AGREGADOS	AREIA DE PARQUINHO	m³
AGREGADOS	AREIA FINA	m³
AGREGADOS	AREIA GROSSA	m³
AGREGADOS	AREIA MEDIA	m³
AGREGADOS	AREIA SUJA	m³
AGREGADOS	PEDRA BRITA 0	m³
AGREGADOS	PEDRA BRITA 1	m³
AGREGADOS	PEDRA BRITA 2	m³
AGREGADOS	PEDRA BRITA 3	m³
AGREGADOS	PEDRA BRITA 4	m³
AGREGADOS	PEDRA BRITA BICA CORRIDA	m³
AGREGADOS	PEDRA BRITA GRADUADA	m³
AGREGADOS	PEDRA BRITA RECICLADO MISTO	m³
AGREGADOS	PEDRA GRANILHA BRANCA, TAMANHO Nº3	sc
AGREGADOS	PO DE PEDRA	m³
AGREGADOS	SAIBRO FINO	m³
AGREGADOS	SAIBRO GROSSO	m³
AGREGADOS	SAIBRO MÉDIO	m³
AGREGADOS	SEIXO ROLADO 	m³
AGREGADOS	PEDRA RACHAO	m³
AGREGADOS	ATERRO C/ COMPENSACAO DE SOLO	m³
AGREGADOS	TERRA P/ REATERRO	m³
ALVENARIAS	PINO C/ ARRUELA 1/4" X 27 CONCOVA 23	m²
ALVENARIAS	PINO C/ ARRUELA 1/4" X 37 CONCOVA 23	un
ALVENARIAS	FINCA PINO AMARELO	un
ARGAMASSAS E ADITIVOS	ARGAMASSA SECA INDUSTRIALIZADA	kg
ARGAMASSAS E ADITIVOS	ARGAMASSA UMIDA USINADA	kg
ARGAMASSAS E ADITIVOS	ARGAMASSA ESTABILIZADA PARA ASSENTAMENTO DE ALVENARIA VEDACAO	m³
ARGAMASSAS E ADITIVOS	ARGAMASSA ESTABILIZADA PARA ASSENTAMENTO ESTRUTURAL	m³
ARGAMASSAS E ADITIVOS	ARGAMASSA ESTABILIZADA PARA REVESTIMENTO INTERNO E EXTERNO	m³
ARGAMASSAS E ADITIVOS	ARGAMASSA ESTABILIZADA AUTONIVELANTE	m³
ARGAMASSAS E ADITIVOS	ADITIVO EXPANSOR PARA ARGAMASSA	kg
ARGAMASSAS E ADITIVOS	PIGMENTO EM PO PARA ARGAMASSAS	kg
ARGAMASSAS E ADITIVOS	ARGAMASSA BRANCA USINADA	m³
ARGAMASSAS E ADITIVOS	ADESIVO DE ALTO DESEMPENHO P/ ARGAMASSA E CHAPISCO	kg
ARGAMASSAS E REVESTIMENTOS	ARGAMASSA BARITADA	KG
ARGAMASSAS E REVESTIMENTOS	ARGAMASSA COLANTE ACI 	kg
ARGAMASSAS E REVESTIMENTOS	ARGAMASSA COLANTE ACII 	kg
ARGAMASSAS E REVESTIMENTOS	ARGAMASSA COLANTE ACIII 	kg
ARGAMASSAS E REVESTIMENTOS	ARGAMASSA COLANTE ASSENTA E REJUNTA	kg
ARGAMASSAS E REVESTIMENTOS	ARGAMASSA COLANTE CHAPISCO PARA ALVENARIA	kg
ARGAMASSAS E REVESTIMENTOS	ARGAMASSA COLANTE PISO SOBRE PISO	kg
ARGAMASSAS E REVESTIMENTOS	ARGAMASSA COLANTE PORCELANATO	kg
ARGAMASSAS E REVESTIMENTOS	ARGAMASSA DE ALTA RESISTENCIA GROUT	kg
ARGAMASSAS E REVESTIMENTOS	ARGAMASSA PRONTA PARA ASSENTAMENTO E REVESTIMENTO (MULTIMASSA DE USO GERAL)	kg
ARGAMASSAS E REVESTIMENTOS	PEDRA ARDOSIA	m²
ARGILA EXPANDIDA	ARGILA EXPANDIDA	m³
BLOCO CERÂMICO	MEIO TIJOLO CERAMICO, 12 FUROS - 14X19X19CM	un
BLOCO CERÂMICO	MEIO TIJOLO CERAMICO, 12 FUROS - 14X19X29CM	un
BLOCO CERÂMICO	MEIO TIJOLO CERAMICO, 6 FUROS - 09X14X19CM	un
BLOCO CERÂMICO	MEIO TIJOLO CERAMICO, 8 FUROS - 09X19X19CM	un
BLOCO CERÂMICO	MEIO TIJOLO CERAMICO, 8 FUROS - 09X19X29CM	un
BLOCO CERÂMICO	MEIO TIJOLO CERAMICO, 8 FUROS - 11X29X19CM	un
BLOCO CERÂMICO	MEIO TIJOLO CERAMICO, 9 FUROS - 14X19X19CM	un
BLOCO CERÂMICO	MEIO TIJOLO CERAMICO, 9 FUROS - 14X19X29CM	un
BLOCO CERÂMICO	TIJOLO CERAMICO 09 X 14 X 19 CM - 06 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 09 X 14 X 19 CM - 08 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 09 X 14 X 29 CM - 06 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 09 X 14 X 29 CM - 08 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 09 X 19 X 29 CM - 06 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 11,5 X 19 X 19 CM - 08 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 11,5 X 19 X 29 CM - 08 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 14 X 19 X 19 CM - 09 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 14 X 19 X 19 CM - 12 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 14 X 19 X 29 CM - 06 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 14 X 19 X 29 CM - 09 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 14 X 19 X 29 CM - 12 FUROS	un
BLOCO CERÂMICO	PINO C/ ARRUELA 1/4" X 22 CONCOVA 17	m²
BLOCO CERÂMICO	MEIO TIJOLO CERAMICO 09X14X14 CM 6 FUROS	un
BLOCO CERÂMICO	MEIO TIJOLO CERAMICO 09X19X14 CM 6 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 09 X 19 X 19 CM - 06 FUROS	un
BLOCO CERÂMICO	TIJOLO CERAMICO 09 X 19 X 19 CM - 08 FUROS	un
BLOCO CERÂMICO	MEIO TIJOLO CERAMICO 09X19X9,5CM 6 FUROS	un
BLOCO CERÂMICO	MEIO TIJOLO CERAMICO, 12 FUROS - 19X29X19CM	un
BLOCO CERÂMICO	TIJOLO REFRATARIO - 11,5 X 23 X 2,5 CM	un
BLOCO CERÂMICO	TIJOLO REFRATARIO - 11,5 X 23 X 3,0 CM	un
BLOCO CERÂMICO	TIJOLO REFRATARIO - 11,5 X 23 X 5,0 CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO ESTRUTURAL, 09 X 19 X 39CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO ESTRUTURAL, 14 X 19 X 34CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO ESTRUTURAL, 14 X 19 X 39CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO ESTRUTURAL, 14 X 19 X 54CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO ESTRUTURAL, 19 X 19 X 39CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO ESTRUTURAL, TIPO CANALETA, 09 X 19 X 39CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO ESTRUTURAL, TIPO CANALETA, 14 X 14 X 39CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO ESTRUTURAL, TIPO CANALETA, 14 X 19 X 19CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO ESTRUTURAL, TIPO CANALETA, 14 X 19 X 39CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO ESTRUTURAL, TIPO CANALETA, 19 X 19 X 19CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO VEDACAO, 09 X 19 X 39CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO VEDACAO, 14 X 19 X 39CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO VEDACAO, 19 X 19 X 39CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO VEDACAO, TIPO CANALETA, 09 X 19 X 19CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO VEDACAO, TIPO CANALETA, 14 X 14 X 39CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO VEDACAO, TIPO CANALETA, 14 X 19 X 19CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO VEDACAO, TIPO CANALETA, 14 X 19 X 39CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO VEDACAO, TIPO CANALETA, 19 X 19 X 19CM	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO VEDACAO, TIPO CANALETA, 19 X 19 X 39CM	un
BLOCOS DE CONCRETO	MEIO BLOCO DE CONCRETO ESTRUTURAL 09X19X39	un
BLOCOS DE CONCRETO	MEIO BLOCO DE CONCRETO ESTRUTURAL 14X19X39	un
BLOCOS DE CONCRETO	MEIO BLOCO DE CONCRETO ESTRUTURAL 19X19X19	un
BLOCOS DE CONCRETO	MEIO BLOCO DE CONCRETO VEDACAO 09x19x19	un
BLOCOS DE CONCRETO	MEIO BLOCO DE CONCRETO VEDACAO 09X19X39	un
BLOCOS DE CONCRETO	MEIO BLOCO DE CONCRETO VEDACAO 14x19x19	un
BLOCOS DE CONCRETO	MEIO BLOCO DE CONCRETO VEDACAO 14X19X39	un
BLOCOS DE CONCRETO	MEIO BLOCO DE CONCRETO VEDACAO 19X19X39	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO P/ CONTENCAO MW 6MPA	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO STONE 14X19X39	un
BLOCOS DE CONCRETO	MEIO BLOCO DE CONCRETO STONE 14X19X19	un
BLOCOS DE CONCRETO	CANALETA DE CONCRETO STONE 14X19X39	un
BLOCOS DE CONCRETO	BLOCO DE CONCRETO VEDACAO, TIPO CANALETA, 09 X 19 X 39CM	un
CABOS	CABO COAXIAL FLEXIVEL RF 4MM, 75 OHMS, MALHA 87%	m
CABOS	CABO COAXIAL SERIE 59, 75 OHMS, MALHA 47%	m
CABOS	CABO COAXIAL SERIE 59, 75 OHMS, MALHA 67%	m
CABOS	CABO COAXIAL SERIE 59, 75 OHMS, MALHA 95%	m
CABOS	CABO COAXIAL SERIE 59, C/ TRIPOLAR, 75 OHMS, MALHA 47%	m
CABOS	CABO COAXIAL SERIE 59, C/ TRIPOLAR, 75 OHMS, MALHA 67%	m
CABOS	CABO COAXIAL SERIE 59, C/ TRIPOLAR, 75 OHMS, MALHA 95%	m
CABOS	CABO DE ALARME EM COBRE ELETROLITICO, TEMPERA MOLE, ESTANHADO - 10X0,40MM (DEZ VIAS)	m
CABOS	CABO DE ALARME EM COBRE ELETROLITICO, TEMPERA MOLE, ESTANHADO - 10X0,50MM (DEZ VIAS)	m
CABOS	CABO DE ALARME EM COBRE ELETROLITICO, TEMPERA MOLE, ESTANHADO - 2X0,40MM (DUAS VIAS)	m
CABOS	CABO DE ALARME EM COBRE ELETROLITICO, TEMPERA MOLE, ESTANHADO - 2X0,50MM (DUAS VIAS)	m
CABOS	CABO DE ALARME EM COBRE ELETROLITICO, TEMPERA MOLE, ESTANHADO - 4X0,40MM (QUATRO VIAS)	m
CABOS	CABO DE ALARME EM COBRE ELETROLITICO, TEMPERA MOLE, ESTANHADO - 4X0,50MM (QUATRO VIAS)	m
CABOS	CABO DE ALARME EM COBRE ELETROLITICO, TEMPERA MOLE, ESTANHADO - 6X0,40MM (SEIS VIAS)	m
CABOS	CABO DE ALARME EM COBRE ELETROLITICO, TEMPERA MOLE, ESTANHADO - 6X0,50MM (SEIS VIAS)	m
CABOS	CABO DE ALARME EM COBRE ELETROLITICO, TEMPERA MOLE, ESTANHADO - 8X0,40MM (OITO VIAS)	m
CABOS	CABO DE ALARME EM COBRE ELETROLITICO, TEMPERA MOLE, ESTANHADO - 8X0,50MM (OITO VIAS)	m
CABOS	CABO DE ALUMINIO COM ISOLAMENTO XLPE, 15KV, 16MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 0,75MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 1,5MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 10MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 120MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 150MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 16MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 185MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 240MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 25MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 300MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 35MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 4MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 50MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 6MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 70MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 0,6/1KV 95MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 0,75MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 1,5MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 10MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 120MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 150MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 16MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 185MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 2,5MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 240MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 25MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 300MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 35MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 4MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 50MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 6MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 70MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, 450/750V 95MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 0,75MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 1,5MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 10MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 120MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 150MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 16MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 185MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 2,5MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 240MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 25MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 300MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 35MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 4MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 50MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 6MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 70MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 0,6/1KV 95MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 450/750V 0,75MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 450/750V 1,5MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 450/750V 10MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 450/750V 120MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 450/750V 150MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 450/750V 16MM2 	m
CABOS	CABO DE COBRE FLEXIVEL ISOLAMENTO HEPR 90°, NAO HALOGENADO, 450/750V 185MM2 	m
